id;pos_x;pos_y;pos_z;degree;isAtSampleBorder;regions
36927;2095.0;2821.0;414.0;1;0;['HPF']
37095;1103.0;2691.0;415.0;1;0;['HPF']
37096;1243.0;2701.0;415.0;1;0;['HPF']
37100;2157.0;2765.0;415.0;1;0;['HPF']
37104;2191.0;2824.0;415.0;1;0;['HPF']
37109;835.0;2934.0;415.0;1;0;['HPF']
37255;1988.0;2706.0;416.0;1;0;['HPF']
37256;1184.0;2708.0;416.0;1;0;['HPF']
37262;1172.0;2845.0;416.0;1;0;['HPF']
37264;2190.0;2857.0;416.0;1;0;['HPF']
37268;2141.0;2928.0;416.0;1;0;['HPF']
37269;948.0;2930.0;416.0;1;0;['HPF']
37452;1960.0;2690.0;417.0;1;0;['HPF']
37453;1959.0;2695.0;417.0;1;0;['HPF']
37454;1028.0;2721.0;417.0;1;0;['HPF']
37465;2156.0;2945.0;417.0;1;0;['HPF']
37472;889.0;3024.0;417.0;1;0;['HPF']
37642;2092.0;2892.0;418.0;1;0;['HPF']
37665;2178.0;3174.0;418.0;1;0;['HPF']
37804;1105.0;2699.0;419.0;1;0;['HPF']
37813;1966.0;2857.0;419.0;1;0;['HPF']
37978;2002.0;2666.0;420.0;1;0;['HPF']
37979;1045.0;2689.0;420.0;1;0;['HPF']
37988;936.0;2913.0;420.0;1;0;['HPF']
38177;2058.0;2734.0;421.0;1;0;['HPF']
38179;1928.0;2753.0;421.0;1;0;['HPF']
38180;941.0;2756.0;421.0;1;0;['HPF']
38182;1117.0;2782.0;421.0;1;0;['HPF']
38186;1127.0;2837.0;421.0;1;0;['HPF']
38187;991.0;2865.0;421.0;1;0;['HPF']
38191;2148.0;2921.0;421.0;1;0;['HPF']
38360;1170.0;2730.0;422.0;1;0;['HPF']
38362;1199.0;2763.0;422.0;1;0;['HPF']
38365;2109.0;2804.0;422.0;1;0;['HPF']
38367;1037.0;2842.0;422.0;1;0;['HPF']
38368;2042.0;2842.0;422.0;1;0;['HPF']
38371;1028.0;2878.0;422.0;1;0;['HPF']
38512;2003.0;2677.0;423.0;1;0;['HPF']
38515;2089.0;2693.0;423.0;1;0;['HPF']
38532;925.0;2968.0;423.0;1;0;['HPF']
38534;920.0;2982.0;423.0;1;0;['HPF']
38726;1942.0;2639.0;424.0;1;0;['HPF']
38732;1006.0;2789.0;424.0;1;0;['HPF']
38733;865.0;2820.0;424.0;1;0;['HPF']
38734;922.0;2822.0;424.0;1;0;['HPF']
38735;868.0;2840.0;424.0;1;0;['HPF']
38930;1247.0;2638.0;425.0;1;0;['HPF']
38932;1222.0;2760.0;425.0;1;0;['HPF']
38933;1170.0;2761.0;425.0;1;0;['HPF']
38935;2110.0;2848.0;425.0;1;0;['HPF']
38937;959.0;2887.0;425.0;1;0;['HPF']
38950;819.0;3053.0;425.0;1;0;['HPF']
39102;1050.0;2692.0;426.0;1;0;['HPF']
39103;1065.0;2703.0;426.0;1;0;['HPF']
39105;1028.0;2723.0;426.0;1;0;['HPF']
39106;1146.0;2755.0;426.0;1;0;['HPF']
39107;1213.0;2764.0;426.0;1;0;['HPF']
39109;2073.0;2801.0;426.0;1;0;['HPF']
39111;1157.0;2843.0;426.0;1;0;['HPF']
39112;1111.0;2844.0;426.0;1;0;['HPF']
39113;2159.0;2876.0;426.0;1;0;['HPF']
39284;1127.0;2741.0;427.0;1;0;['HPF']
39285;1935.0;2753.0;427.0;1;0;['HPF']
39290;2102.0;2811.0;427.0;1;0;['HPF']
39293;2089.0;2861.0;427.0;1;0;['HPF']
39294;958.0;2894.0;427.0;1;0;['HPF']
39297;1010.0;2941.0;427.0;1;0;['HPF']
39473;2109.0;2713.0;428.0;1;0;['HPF']
39477;2006.0;2766.0;428.0;1;0;['HPF']
39478;1070.0;2807.0;428.0;1;0;['HPF']
39480;1191.0;2835.0;428.0;1;0;['HPF']
39487;1042.0;2933.0;428.0;1;0;['HPF']
39488;1017.0;2945.0;428.0;1;0;['HPF']
39658;937.0;2720.0;429.0;1;0;['HPF']
39660;1170.0;2728.0;429.0;1;0;['HPF']
39662;1965.0;2765.0;429.0;1;0;['HPF']
39663;2049.0;2782.0;429.0;1;0;['HPF']
39664;2051.0;2804.0;429.0;1;0;['HPF']
39665;1215.0;2846.0;429.0;1;0;['HPF']
39672;1085.0;2901.0;429.0;1;0;['HPF']
39823;1105.0;2753.0;430.0;1;0;['HPF']
39824;2140.0;2770.0;430.0;1;0;['HPF']
39829;2206.0;2880.0;430.0;1;0;['HPF']
39831;921.0;2911.0;430.0;1;0;['HPF']
39970;1170.0;2616.0;431.0;1;0;['HPF']
39975;2018.0;2708.0;431.0;1;0;['HPF']
39978;1003.0;2774.0;431.0;1;0;['HPF']
39979;953.0;2820.0;431.0;1;0;['HPF']
40136;2013.0;2682.0;432.0;1;0;['HPF']
40138;1953.0;2715.0;432.0;1;0;['HPF']
40144;1959.0;2777.0;432.0;1;0;['HPF']
40145;1102.0;2794.0;432.0;1;0;['HPF']
40147;875.0;2814.0;432.0;1;0;['HPF']
40148;2022.0;2833.0;432.0;1;0;['HPF']
40314;2099.0;2680.0;433.0;1;0;['HPF']
40315;1132.0;2691.0;433.0;1;0;['HPF']
40316;1152.0;2708.0;433.0;1;0;['HPF']
40317;1998.0;2713.0;433.0;1;0;['HPF']
40318;2157.0;2718.0;433.0;1;0;['HPF']
40321;1013.0;2729.0;433.0;1;0;['HPF']
40322;2178.0;2738.0;433.0;1;0;['HPF']
40341;856.0;3051.0;433.0;1;0;['HPF']
40485;1864.0;2677.0;434.0;1;0;['HPF']
40488;2120.0;2735.0;434.0;1;0;['HPF']
40489;1022.0;2743.0;434.0;1;0;['HPF']
40494;2038.0;2871.0;434.0;1;0;['HPF']
40495;972.0;2887.0;434.0;1;0;['HPF']
40496;965.0;2894.0;434.0;1;0;['HPF']
40716;2070.0;2732.0;435.0;1;0;['HPF']
40720;1060.0;2846.0;435.0;1;0;['HPF']
40737;788.0;3051.0;435.0;1;0;['HPF']
40884;1078.0;2828.0;436.0;1;0;['HPF']
41030;1280.0;2612.0;437.0;1;0;['HPF']
41032;1175.0;2622.0;437.0;1;0;['HPF']
41033;1269.0;2657.0;437.0;1;0;['HPF']
41035;985.0;2706.0;437.0;1;0;['HPF']
41039;868.0;2848.0;437.0;1;0;['HPF']
41195;2164.0;2751.0;438.0;1;0;['HPF']
41351;1272.0;2624.0;439.0;1;0;['HPF']
41354;1940.0;2646.0;439.0;1;0;['HPF']
41358;2125.0;2798.0;439.0;1;0;['HPF']
41359;841.0;2813.0;439.0;1;0;['HPF']
41361;820.0;2831.0;439.0;1;0;['HPF']
41364;2111.0;2871.0;439.0;1;0;['HPF']
41516;1955.0;2763.0;440.0;1;0;['HPF']
41522;1031.0;2905.0;440.0;1;0;['HPF']
41524;2119.0;2923.0;440.0;1;0;['HPF']
41538;795.0;3066.0;440.0;1;0;['HPF']
41701;948.0;2800.0;441.0;1;0;['HPF']
41702;1073.0;2815.0;441.0;1;0;['HPF']
41879;1852.0;2715.0;442.0;1;0;['HPF']
41881;1889.0;2733.0;442.0;1;0;['HPF']
41882;1916.0;2740.0;442.0;1;0;['HPF']
41883;1999.0;2750.0;442.0;1;0;['HPF']
41885;1105.0;2800.0;442.0;1;0;['HPF']
41886;1102.0;2811.0;442.0;1;0;['HPF']
41888;2021.0;2865.0;442.0;1;0;['HPF']
42061;1949.0;2634.0;443.0;1;0;['HPF']
42062;2079.0;2646.0;443.0;1;0;['HPF']
42064;1954.0;2676.0;443.0;1;0;['HPF']
42067;2070.0;2718.0;443.0;1;0;['HPF']
42068;2022.0;2729.0;443.0;1;0;['HPF']
42069;1859.0;2734.0;443.0;1;0;['HPF']
42071;2137.0;2762.0;443.0;1;0;['HPF']
42072;2044.0;2770.0;443.0;1;0;['HPF']
42073;2116.0;2802.0;443.0;1;0;['HPF']
42074;1944.0;2804.0;443.0;1;0;['HPF']
42076;930.0;2816.0;443.0;1;0;['HPF']
42077;1058.0;2850.0;443.0;1;0;['HPF']
42082;917.0;2958.0;443.0;1;0;['HPF']
42083;937.0;2962.0;443.0;1;0;['HPF']
42245;1266.0;2611.0;444.0;1;0;['HPF']
42246;1902.0;2612.0;444.0;1;0;['HPF']
42248;1146.0;2647.0;444.0;1;0;['HPF']
42250;972.0;2670.0;444.0;1;0;['HPF']
42251;1082.0;2671.0;444.0;1;0;['HPF']
42256;2140.0;2769.0;444.0;1;0;['HPF']
42264;1068.0;2896.0;444.0;1;0;['HPF']
42409;1245.0;2592.0;445.0;1;0;['HPF']
42417;2197.0;2760.0;445.0;1;0;['HPF']
42420;2145.0;2809.0;445.0;1;0;['HPF']
42435;1234.0;2971.0;445.0;1;0;['HPF']
42593;1848.0;2670.0;446.0;1;0;['HPF']
42594;1919.0;2673.0;446.0;1;0;['HPF']
42596;991.0;2691.0;446.0;1;0;['HPF']
42599;1940.0;2733.0;446.0;1;0;['HPF']
42601;1955.0;2749.0;446.0;1;0;['HPF']
42602;946.0;2750.0;446.0;1;0;['HPF']
42623;2080.0;3070.0;446.0;1;0;['HPF']
42769;1254.0;2636.0;447.0;1;0;['HPF']
42771;1841.0;2651.0;447.0;1;0;['HPF']
42772;1051.0;2661.0;447.0;1;0;['HPF']
42773;2113.0;2663.0;447.0;1;0;['HPF']
42775;1895.0;2684.0;447.0;1;0;['HPF']
42778;2126.0;2719.0;447.0;1;0;['HPF']
42780;933.0;2796.0;447.0;1;0;['HPF']
42781;2147.0;2804.0;447.0;1;0;['HPF']
42782;2114.0;2813.0;447.0;1;0;['HPF']
42783;929.0;2820.0;447.0;1;0;['HPF']
42784;1938.0;2839.0;447.0;1;0;['HPF']
42952;1202.0;2625.0;448.0;1;0;['HPF']
42954;2007.0;2683.0;448.0;1;0;['HPF']
42958;2125.0;2742.0;448.0;1;0;['HPF']
42966;1087.0;2885.0;448.0;1;0;['HPF']
42967;1066.0;2890.0;448.0;1;0;['HPF']
42971;841.0;2953.0;448.0;1;0;['HPF']
43149;1933.0;2626.0;449.0;1;0;['HPF']
43153;2131.0;2731.0;449.0;1;0;['HPF']
43156;2034.0;2743.0;449.0;1;0;['HPF']
43157;1204.0;2791.0;449.0;1;0;['HPF']
43158;1002.0;2794.0;449.0;1;0;['HPF']
43162;837.0;2850.0;449.0;1;0;['HPF']
43164;1064.0;2865.0;449.0;1;0;['HPF']
43170;2282.0;2979.0;449.0;1;0;['HPF']
43171;979.0;2980.0;449.0;1;0;['HPF']
43332;1170.0;2595.0;450.0;1;0;['HPF']
43335;1060.0;2615.0;450.0;1;0;['HPF']
43338;1936.0;2645.0;450.0;1;0;['HPF']
43339;1190.0;2649.0;450.0;1;0;['HPF']
43340;1323.0;2654.0;450.0;1;0;['HPF']
43342;1085.0;2679.0;450.0;1;0;['HPF']
43346;877.0;2840.0;450.0;1;0;['HPF']
43350;963.0;2928.0;450.0;1;0;['HPF']
43352;919.0;2956.0;450.0;1;0;['HPF']
43539;2096.0;2640.0;451.0;1;0;['HPF']
43542;1934.0;2665.0;451.0;1;0;['HPF']
43543;2019.0;2674.0;451.0;1;0;['HPF']
43544;1176.0;2680.0;451.0;1;0;['HPF']
43545;971.0;2684.0;451.0;1;0;['HPF']
43547;1015.0;2705.0;451.0;1;0;['HPF']
43549;855.0;2764.0;451.0;1;0;['HPF']
43552;1197.0;2843.0;451.0;1;0;['HPF']
43561;1007.0;2977.0;451.0;1;0;['HPF']
43719;1853.0;2605.0;452.0;1;0;['HPF']
43722;1007.0;2707.0;452.0;1;0;['HPF']
43723;2169.0;2708.0;452.0;1;0;['HPF']
43726;840.0;2829.0;452.0;1;0;['HPF']
43728;2144.0;2840.0;452.0;1;0;['HPF']
43735;747.0;2954.0;452.0;1;0;['HPF']
43741;872.0;3019.0;452.0;1;0;['HPF']
43898;1308.0;2610.0;453.0;1;0;['HPF']
43899;2058.0;2627.0;453.0;1;0;['HPF']
43902;1830.0;2669.0;453.0;1;0;['HPF']
43904;2042.0;2786.0;453.0;1;0;['HPF']
43905;2156.0;2792.0;453.0;1;0;['HPF']
43906;2161.0;2794.0;453.0;1;0;['HPF']
43908;2175.0;2881.0;453.0;1;0;['HPF']
43909;1121.0;2893.0;453.0;1;0;['HPF']
44072;1293.0;2597.0;454.0;1;0;['HPF']
44073;1189.0;2659.0;454.0;1;0;['HPF']
44078;1285.0;2720.0;454.0;1;0;['HPF']
44080;2146.0;2775.0;454.0;1;0;['HPF']
44084;1930.0;2850.0;454.0;1;0;['HPF']
44243;1957.0;2592.0;455.0;1;0;['HPF']
44251;1206.0;2797.0;455.0;1;0;['HPF']
44252;823.0;2826.0;455.0;1;0;['HPF']
44257;1179.0;2888.0;455.0;1;0;['HPF']
44260;1104.0;2927.0;455.0;1;0;['HPF']
44274;826.0;3077.0;455.0;1;0;['HPF']
44417;1290.0;2584.0;456.0;1;0;['HPF']
44418;1164.0;2597.0;456.0;1;0;['HPF']
44422;2108.0;2655.0;456.0;1;0;['HPF']
44427;1863.0;2783.0;456.0;1;0;['HPF']
44428;1882.0;2803.0;456.0;1;0;['HPF']
44429;2021.0;2804.0;456.0;1;0;['HPF']
44430;875.0;2819.0;456.0;1;0;['HPF']
44433;2174.0;2848.0;456.0;1;0;['HPF']
44434;921.0;2850.0;456.0;1;0;['HPF']
44436;2304.0;2854.0;456.0;1;0;['HPF']
44437;1934.0;2856.0;456.0;1;0;['HPF']
44441;1248.0;2941.0;456.0;1;0;['HPF']
44443;1908.0;2959.0;456.0;1;0;['HPF']
44598;1276.0;2575.0;457.0;1;0;['HPF']
44601;1830.0;2653.0;457.0;1;0;['HPF']
44602;1325.0;2654.0;457.0;1;0;['HPF']
44606;1041.0;2685.0;457.0;1;0;['HPF']
44608;988.0;2698.0;457.0;1;0;['HPF']
44610;1966.0;2738.0;457.0;1;0;['HPF']
44612;2213.0;2753.0;457.0;1;0;['HPF']
44613;881.0;2755.0;457.0;1;0;['HPF']
44614;1273.0;2816.0;457.0;1;0;['HPF']
44617;2205.0;2870.0;457.0;1;0;['HPF']
44620;2036.0;2887.0;457.0;1;0;['HPF']
44798;1175.0;2633.0;458.0;1;0;['HPF']
44803;1001.0;2719.0;458.0;1;0;['HPF']
44804;2031.0;2730.0;458.0;1;0;['HPF']
44812;2204.0;2876.0;458.0;1;0;['HPF']
44815;2204.0;2924.0;458.0;1;0;['HPF']
44818;2263.0;3001.0;458.0;1;0;['HPF']
44995;996.0;2666.0;459.0;1;0;['HPF']
44996;1952.0;2674.0;459.0;1;0;['HPF']
44998;1878.0;2680.0;459.0;1;0;['HPF']
45001;967.0;2721.0;459.0;1;0;['HPF']
45003;1261.0;2734.0;459.0;1;0;['HPF']
45010;743.0;2943.0;459.0;1;0;['HPF']
45020;925.0;3022.0;459.0;1;0;['HPF']
45025;2124.0;3101.0;459.0;1;0;['HPF']
45183;1292.0;2616.0;460.0;1;0;['HPF']
45187;1819.0;2680.0;460.0;1;0;['HPF']
45190;1879.0;2724.0;460.0;1;0;['HPF']
45195;1062.0;2862.0;460.0;1;0;['HPF']
45200;1047.0;2962.0;460.0;1;0;['HPF']
45378;1116.0;2642.0;461.0;1;0;['HPF']
45383;1275.0;2723.0;461.0;1;0;['HPF']
45388;2159.0;2818.0;461.0;1;0;['HPF']
45389;1247.0;2845.0;461.0;1;0;['HPF']
45567;1895.0;2614.0;462.0;1;0;['HPF']
45570;1039.0;2637.0;462.0;1;0;['HPF']
45573;2173.0;2696.0;462.0;1;0;['HPF']
45574;2022.0;2780.0;462.0;1;0;['HPF']
45577;1996.0;2840.0;462.0;1;0;['HPF']
45584;2153.0;2953.0;462.0;1;0;['HPF']
45745;1238.0;2591.0;463.0;1;0;['HPF']
45749;1981.0;2659.0;463.0;1;0;['HPF']
45751;985.0;2679.0;463.0;1;0;['HPF']
45752;1901.0;2689.0;463.0;1;0;['HPF']
45754;2189.0;2736.0;463.0;1;0;['HPF']
45755;1066.0;2835.0;463.0;1;0;['HPF']
45757;2335.0;2864.0;463.0;1;0;['HPF']
45758;2147.0;2871.0;463.0;1;0;['HPF']
45760;2169.0;2890.0;463.0;1;0;['HPF']
45768;876.0;2999.0;463.0;1;0;['HPF']
45772;814.0;3072.0;463.0;1;0;['HPF']
45926;2009.0;2659.0;464.0;1;0;['HPF']
45930;1881.0;2700.0;464.0;1;0;['HPF']
45931;1286.0;2716.0;464.0;1;0;['HPF']
45934;2030.0;2759.0;464.0;1;0;['HPF']
45936;1225.0;2783.0;464.0;1;0;['HPF']
45940;994.0;2897.0;464.0;1;0;['HPF']
45951;744.0;3055.0;464.0;1;0;['HPF']
46105;1950.0;2661.0;465.0;1;0;['HPF']
46107;2129.0;2702.0;465.0;1;0;['HPF']
46112;1962.0;2780.0;465.0;1;0;['HPF']
46113;1179.0;2805.0;465.0;1;0;['HPF']
46114;2175.0;2848.0;465.0;1;0;['HPF']
46122;1909.0;2954.0;465.0;1;0;['HPF']
46272;2057.0;2615.0;466.0;1;0;['HPF']
46274;1058.0;2633.0;466.0;1;0;['HPF']
46276;1855.0;2711.0;466.0;1;0;['HPF']
46279;1888.0;2738.0;466.0;1;0;['HPF']
46282;2086.0;2788.0;466.0;1;0;['HPF']
46284;830.0;2815.0;466.0;1;0;['HPF']
46291;2299.0;3019.0;466.0;1;0;['HPF']
46293;827.0;3076.0;466.0;1;0;['HPF']
46458;1856.0;2571.0;467.0;1;0;['HPF']
46459;2041.0;2604.0;467.0;1;0;['HPF']
46461;1804.0;2636.0;467.0;1;0;['HPF']
46462;1038.0;2659.0;467.0;1;0;['HPF']
46464;957.0;2718.0;467.0;1;0;['HPF']
46465;1330.0;2743.0;467.0;1;0;['HPF']
46468;2159.0;2771.0;467.0;1;0;['HPF']
46470;1046.0;2792.0;467.0;1;0;['HPF']
46474;1098.0;2871.0;467.0;1;0;['HPF']
46500;2264.0;3250.0;467.0;1;0;['HPF']
46647;1029.0;2637.0;468.0;1;0;['HPF']
46648;1314.0;2694.0;468.0;1;0;['HPF']
46650;1986.0;2713.0;468.0;1;0;['HPF']
46838;1851.0;2589.0;469.0;1;0;['HPF']
46845;1172.0;2696.0;469.0;1;0;['HPF']
46847;892.0;2715.0;469.0;1;0;['HPF']
46851;1950.0;2736.0;469.0;1;0;['HPF']
46854;851.0;2757.0;469.0;1;0;['HPF']
46855;1962.0;2784.0;469.0;1;0;['HPF']
46856;1893.0;2817.0;469.0;1;0;['HPF']
46859;1077.0;2882.0;469.0;1;0;['HPF']
47025;1257.0;2562.0;470.0;1;0;['HPF']
47028;1828.0;2589.0;470.0;1;0;['HPF']
47029;1814.0;2610.0;470.0;1;0;['HPF']
47031;1950.0;2639.0;470.0;1;0;['HPF']
47032;1898.0;2645.0;470.0;1;0;['HPF']
47033;1814.0;2654.0;470.0;1;0;['HPF']
47038;954.0;2730.0;470.0;1;0;['HPF']
47039;1892.0;2743.0;470.0;1;0;['HPF']
47041;1102.0;2763.0;470.0;1;0;['HPF']
47042;1867.0;2818.0;470.0;1;0;['HPF']
47046;1969.0;2869.0;470.0;1;0;['HPF']
47059;2331.0;3028.0;470.0;1;0;['HPF']
47198;2052.0;2597.0;471.0;1;0;['HPF']
47201;1254.0;2631.0;471.0;1;0;['HPF']
47203;2158.0;2659.0;471.0;1;0;['HPF']
47205;1843.0;2679.0;471.0;1;0;['HPF']
47207;922.0;2689.0;471.0;1;0;['HPF']
47210;1219.0;2786.0;471.0;1;0;['HPF']
47212;1062.0;2828.0;471.0;1;0;['HPF']
47215;964.0;2867.0;471.0;1;0;['HPF']
47216;859.0;2870.0;471.0;1;0;['HPF']
47381;1230.0;2624.0;472.0;1;0;['HPF']
47383;984.0;2656.0;472.0;1;0;['HPF']
47384;2192.0;2711.0;472.0;1;0;['HPF']
47385;2175.0;2718.0;472.0;1;0;['HPF']
47386;2165.0;2726.0;472.0;1;0;['HPF']
47387;1330.0;2748.0;472.0;1;0;['HPF']
47389;864.0;2763.0;472.0;1;0;['HPF']
47390;1116.0;2789.0;472.0;1;0;['HPF']
47391;2200.0;2805.0;472.0;1;0;['HPF']
47398;1960.0;2869.0;472.0;1;0;['HPF']
47399;1169.0;2878.0;472.0;1;0;['HPF']
47401;2050.0;2896.0;472.0;1;0;['HPF']
47412;2364.0;3040.0;472.0;1;0;['HPF']
47572;1252.0;2608.0;473.0;1;0;['HPF']
47577;1311.0;2695.0;473.0;1;0;['HPF']
47580;2152.0;2738.0;473.0;1;0;['HPF']
47581;1959.0;2751.0;473.0;1;0;['HPF']
47583;2116.0;2790.0;473.0;1;0;['HPF']
47584;919.0;2823.0;473.0;1;0;['HPF']
47586;1894.0;2838.0;473.0;1;0;['HPF']
47587;1194.0;2852.0;473.0;1;0;['HPF']
47600;880.0;3014.0;473.0;1;0;['HPF']
47601;2347.0;3029.0;473.0;1;0;['HPF']
47603;2321.0;3043.0;473.0;1;0;['HPF']
47604;2354.0;3054.0;473.0;1;0;['HPF']
47780;1238.0;2562.0;474.0;1;0;['HPF']
47784;2007.0;2596.0;474.0;1;0;['HPF']
47785;1046.0;2622.0;474.0;1;0;['HPF']
47788;2107.0;2708.0;474.0;1;0;['HPF']
47790;1953.0;2736.0;474.0;1;0;['HPF']
47791;1304.0;2750.0;474.0;1;0;['HPF']
47792;876.0;2784.0;474.0;1;0;['HPF']
47794;2154.0;2794.0;474.0;1;0;['HPF']
47795;1179.0;2806.0;474.0;1;0;['HPF']
47799;2225.0;2818.0;474.0;1;0;['HPF']
47800;1073.0;2826.0;474.0;1;0;['HPF']
47803;1094.0;2850.0;474.0;1;0;['HPF']
47807;2165.0;2907.0;474.0;1;0;['HPF']
47810;1059.0;2952.0;474.0;1;0;['HPF']
47814;2326.0;3006.0;474.0;1;0;['HPF']
47816;2346.0;3036.0;474.0;1;0;['HPF']
47987;1903.0;2655.0;475.0;1;0;['HPF']
47988;1041.0;2698.0;475.0;1;0;['HPF']
47991;1276.0;2778.0;475.0;1;0;['HPF']
47997;1063.0;2901.0;475.0;1;0;['HPF']
48002;766.0;2958.0;475.0;1;0;['HPF']
48006;2251.0;2986.0;475.0;1;0;['HPF']
48008;894.0;3010.0;475.0;1;0;['HPF']
48163;1842.0;2606.0;476.0;1;0;['HPF']
48169;1841.0;2714.0;476.0;1;0;['HPF']
48170;1939.0;2724.0;476.0;1;0;['HPF']
48171;1934.0;2741.0;476.0;1;0;['HPF']
48172;1958.0;2773.0;476.0;1;0;['HPF']
48173;2216.0;2777.0;476.0;1;0;['HPF']
48176;1101.0;2849.0;476.0;1;0;['HPF']
48178;970.0;2864.0;476.0;1;0;['HPF']
48179;2139.0;2864.0;476.0;1;0;['HPF']
48180;1007.0;2869.0;476.0;1;0;['HPF']
48375;1999.0;2598.0;477.0;1;0;['HPF']
48376;1958.0;2613.0;477.0;1;0;['HPF']
48377;1231.0;2614.0;477.0;1;0;['HPF']
48379;1042.0;2649.0;477.0;1;0;['HPF']
48381;2067.0;2652.0;477.0;1;0;['HPF']
48384;1790.0;2678.0;477.0;1;0;['HPF']
48388;1103.0;2823.0;477.0;1;0;['HPF']
48390;983.0;2836.0;477.0;1;0;['HPF']
48400;2133.0;2952.0;477.0;1;0;['HPF']
48406;896.0;3017.0;477.0;1;0;['HPF']
48408;707.0;3029.0;477.0;1;0;['HPF']
48591;1819.0;2595.0;478.0;1;0;['HPF']
48592;1153.0;2606.0;478.0;1;0;['HPF']
48593;1861.0;2637.0;478.0;1;0;['HPF']
48596;1839.0;2694.0;478.0;1;0;['HPF']
48599;1871.0;2755.0;478.0;1;0;['HPF']
48601;2142.0;2804.0;478.0;1;0;['HPF']
